order_id,customer_id,product_name,quantity,unit_price,currency,order_date
ORD001064,CUST0392,Standing Desk,2.0,766.0,USD,2024-03-19
ORD001337,CUST0059,27in Monitor,1.0,1664.77,EUR,2024/10/24
ORD002575,CUST0179,Webcam HD,1.0,727.1,USD,31/03/2025
ORD000590,CUST0241,USB-C Hub,1.0,1061.05,USD,2024/04/06
ORD001125,CUST0355,27in Monitor,2.0,1457.54,INR,2025/05/14
ORD000280,CUST0041,Noise Cancelling Headphones,3.0,1397.31,AUD,2025-03-23
ORD002920,CUST0215,Webcam HD,2.0,114.75,USD,2024/07/20
ORD001640,CUST0182,Mechanical Keyboard,1.0,175.48,AUD,17/06/2024
ORD000983,CUST0266,External SSD 1TB,,766.2,INR,2025/04/21
ORD002121,CUST0119,Wireless Mouse,1.0,168.4,AUD,2024-01-18
ORD000714,CUST0094,External SSD 1TB,5.0,758.08,AUD,2024/12/22
ORD000943,CUST0153,Laptop Pro 15,2.0,1676.2,EUR,07/02/2024
ORD001710,CUST0205,Office Chair,2.0,1752.06,USD,2025-01-02
ORD001590,CUST0168,Office Chair,2.0,746.17,USD,18/02/2025
ORD002717,CUST0103,Standing Desk,3.0,,USD,2024/06/24
ORD001947,,Mechanical Keyboard,1.0,1623.6,INR,11/05/2025
ORD001831,CUST0056,Standing Desk,5.0,1364.47,EUR,2024/02/04
ORD001926,CUST0082,Noise Cancelling Headphones,2.0,1794.47,EUR,03/08/2024
ORD001357,CUST0013,External SSD 1TB,,1028.86,AUD,16/05/2024
ORD001227,CUST0020,Wireless Mouse,5.0,357.4,INR,01-11-2025
ORD000488,CUST0179,Noise Cancelling Headphones,2.0,1730.22,INR,2025-03-30
ORD000982,CUST0037,Mechanical Keyboard,2.0,1435.95,EUR,2024/09/06
ORD002305,CUST0192,27in Monitor,3.0,404.28,EUR,11-02-2024
ORD002766,CUST0116,27in Monitor,3.0,1153.9,INR,20/04/2024
ORD001572,CUST0244,Laptop Pro 15,1.0,1780.99,EUR,08/04/2025
ORD002673,CUST0300,Laptop Pro 15,2.0,236.47,INR,06-10-2024
ORD000788,CUST0175,Noise Cancelling Headphones,2.0,1727.76,USD,2024/10/16
ORD001635,CUST0153,Mechanical Keyboard,1.0,1143.35,EUR,2024-03-03
ORD000453,CUST0179,Noise Cancelling Headphones,1.0,47.5,EUR,2025/04/25
ORD002965,CUST0307,Mechanical Keyboard,3.0,553.38,USD,2024/01/25
ORD001761,CUST0132,Mechanical Keyboard,1.0,669.22,USD,2024-07-18
ORD000720,CUST0271,Standing Desk,2.0,1034.07,EUR,2024-08-25
ORD001722,CUST0309,27in Monitor,5.0,1010.79,AUD,2024/08/21
ORD001316,CUST0242,27in Monitor,3.0,930.0,INR,2024/02/05
ORD000994,CUST0207,Noise Cancelling Headphones,5.0,456.15,INR,2024-10-11
ORD002815,,27in Monitor,2.0,556.48,USD,2025/04/29
ORD000185,CUST0265,USB-C Hub,1.0,1340.36,USD,08/05/2024
ORD001782,CUST0081,27in Monitor,5.0,915.12,INR,21/02/2025
ORD002272,CUST0008,Noise Cancelling Headphones,1.0,1637.74,USD,2024-02-14
ORD000187,CUST0259,Webcam HD,2.0,329.13,USD,2024-06-23
ORD002796,CUST0323,Standing Desk,5.0,231.02,USD,2025-02-07
ORD002432,CUST0189,Laptop Pro 15,1.0,454.91,USD,2024-12-26
ORD002816,CUST0291,Office Chair,1.0,1423.05,AUD,16/04/2024
ORD000737,CUST0383,Webcam HD,3.0,1223.44,EUR,07/02/2024
ORD000474,CUST0258,27in Monitor,2.0,157.43,USD,10-21-2024
ORD002431,CUST0384,Mechanical Keyboard,1.0,93.13,USD,02-22-2024
ORD002552,CUST0188,Office Chair,2.0,1194.45,INR,2025-03-02
ORD000504,CUST0341,External SSD 1TB,2.0,668.93,GBP,2024-01-25
ORD000552,CUST0147,External SSD 1TB,2.0,1534.02,GBP,2024-11-28
ORD002360,CUST0173,External SSD 1TB,3.0,447.53,GBP,2024-10-24
ORD000402,CUST0162,Mechanical Keyboard,2.0,1140.84,EUR,05-21-2024
ORD001386,CUST0259,Standing Desk,2.0,359.14,USD,2024-08-13
ORD000092,CUST0239,Noise Cancelling Headphones,2.0,915.13,USD,2024/12/31
ORD002729,CUST0278,Standing Desk,1.0,1286.68,AUD,2024-08-03
ORD001920,CUST0026,Webcam HD,,477.67,AUD,2025/04/15
ORD002243,CUST0318,27in Monitor,2.0,1665.6,USD,2025-03-18
ORD001446,CUST0134,External SSD 1TB,1.0,1292.97,USD,03-27-2025
ORD001885,CUST0129,Mechanical Keyboard,1.0,825.19,GBP,2024/02/27
ORD002826,CUST0138,Standing Desk,1.0,304.52,USD,2025/01/08
ORD000652,CUST0098,Wireless Mouse,5.0,655.23,INR,29/10/2024
ORD001534,CUST0327,Webcam HD,1.0,1001.32,AUD,2025/03/25
ORD000946,CUST0256,Noise Cancelling Headphones,5.0,520.88,GBP,2024-04-25
ORD002505,CUST0221,Office Chair,1.0,1427.43,INR,25/07/2024
ORD002602,CUST0339,Standing Desk,2.0,701.55,GBP,05-09-2025
ORD000766,CUST0229,External SSD 1TB,5.0,329.74,USD,22/01/2025
ORD000859,CUST0063,Standing Desk,5.0,202.99,USD,2024/02/20
ORD000927,CUST0089,Office Chair,5.0,455.7,INR,02-07-2024
ORD002469,CUST0153,Laptop Pro 15,1.0,801.65,EUR,12-06-2024
ORD002806,CUST0384,Noise Cancelling Headphones,3.0,441.99,GBP,18/03/2024
ORD002067,CUST0258,Wireless Mouse,1.0,1703.03,USD,01-30-2024
ORD002438,CUST0105,External SSD 1TB,3.0,772.33,AUD,11-08-2024
ORD000375,CUST0280,Wireless Mouse,1.0,626.69,USD,08-20-2024
ORD000637,CUST0297,27in Monitor,1.0,1182.21,INR,2024/02/27
ORD002640,CUST0356,Mechanical Keyboard,3.0,1323.94,INR,2025/02/23
ORD001834,CUST0110,Noise Cancelling Headphones,2.0,35.09,EUR,07/01/2025
ORD001637,CUST0346,External SSD 1TB,2.0,227.33,USD,2025-03-16
ORD002388,CUST0126,Webcam HD,1.0,1215.8,EUR,2025/02/22
ORD001317,CUST0042,Noise Cancelling Headphones,1.0,570.02,INR,01-31-2025
ORD000645,CUST0177,Webcam HD,5.0,283.32,AUD,2024/05/19
ORD002331,CUST0106,Noise Cancelling Headphones,3.0,843.98,GBP,2024-03-28
ORD001074,CUST0206,Laptop Pro 15,2.0,783.53,EUR,2024-11-19
ORD000302,CUST0324,Laptop Pro 15,5.0,249.49,EUR,02/04/2025
ORD001004,CUST0078,Mechanical Keyboard,,1128.1,USD,2025-01-05
ORD000420,CUST0012,27in Monitor,2.0,1467.68,EUR,2024-10-31
ORD000938,CUST0226,27in Monitor,2.0,1799.4,EUR,2024-11-09
ORD002922,CUST0390,Mechanical Keyboard,3.0,603.26,USD,05-26-2024
ORD000519,CUST0295,27in Monitor,2.0,159.34,USD,2024/04/09
ORD000605,CUST0097,Office Chair,3.0,1291.64,EUR,2024/08/27
ORD000589,CUST0069,Office Chair,3.0,785.56,USD,30/03/2025
ORD002855,CUST0142,Noise Cancelling Headphones,5.0,1209.22,EUR,2024-10-22
ORD000031,CUST0128,Webcam HD,5.0,36.05,USD,2024-06-09
ORD001733,CUST0036,Webcam HD,3.0,1473.87,USD,2024-11-18
ORD000346,CUST0058,External SSD 1TB,2.0,828.27,INR,01-02-2025
ORD001945,CUST0234,External SSD 1TB,2.0,993.29,AUD,08/07/2024
ORD002688,CUST0370,Noise Cancelling Headphones,2.0,884.92,EUR,2024-07-23
ORD000860,CUST0129,USB-C Hub,5.0,408.04,AUD,28/02/2024
ORD001117,CUST0290,External SSD 1TB,1.0,1257.18,USD,11-16-2024
ORD002801,CUST0240,Standing Desk,3.0,1485.76,INR,2024/12/12
ORD002648,CUST0253,Mechanical Keyboard,2.0,646.34,EUR,2025/03/06
ORD002987,CUST0246,Mechanical Keyboard,2.0,196.82,USD,04-29-2024
ORD000369,CUST0192,Webcam HD,1.0,1439.21,USD,23/08/2024
ORD002756,CUST0050,Noise Cancelling Headphones,5.0,747.7,USD,2024/11/07
ORD002727,CUST0400,USB-C Hub,2.0,1091.37,EUR,05-07-2024
ORD000580,CUST0223,Mechanical Keyboard,2.0,1676.64,EUR,01-22-2025
ORD002832,CUST0265,Office Chair,1.0,1436.91,INR,02-17-2024
ORD001774,CUST0272,Laptop Pro 15,3.0,1165.17,EUR,11/02/2024
ORD001764,CUST0104,Wireless Mouse,2.0,1485.17,GBP,12-09-2024
ORD000538,CUST0336,USB-C Hub,2.0,865.22,EUR,2024-03-03
ORD000688,CUST0287,Mechanical Keyboard,1.0,850.33,EUR,09-26-2024
ORD001910,CUST0120,External SSD 1TB,2.0,1648.08,INR,03-20-2024
ORD001755,CUST0025,Webcam HD,2.0,361.63,USD,2025-01-31
ORD002955,CUST0036,USB-C Hub,5.0,731.32,INR,2024/07/06
ORD000909,CUST0312,External SSD 1TB,3.0,1445.36,USD,2024/01/27
ORD000917,CUST0166,Wireless Mouse,5.0,191.75,USD,28/08/2024
ORD000126,CUST0107,Noise Cancelling Headphones,3.0,401.28,EUR,01/02/2024
ORD000169,CUST0135,Standing Desk,5.0,460.75,USD,10-07-2024
ORD000029,CUST0255,USB-C Hub,2.0,1481.72,GBP,05-08-2024
ORD001981,CUST0150,Wireless Mouse,1.0,1291.36,EUR,11/03/2025
ORD002231,CUST0208,Laptop Pro 15,5.0,67.16,USD,2024/06/13
ORD002225,CUST0217,Laptop Pro 15,2.0,120.56,AUD,18/12/2024
ORD001948,CUST0203,Standing Desk,2.0,1402.06,AUD,2024/07/18
ORD001351,CUST0228,Standing Desk,3.0,751.65,GBP,25/12/2024
ORD000460,CUST0146,27in Monitor,2.0,387.9,USD,2024-07-12
ORD000734,CUST0032,Webcam HD,1.0,152.41,USD,10/02/2025
ORD001865,CUST0025,Laptop Pro 15,3.0,1166.87,USD,04-21-2024
ORD000783,CUST0189,Mechanical Keyboard,3.0,249.8,USD,2024/09/17
ORD000174,CUST0259,Noise Cancelling Headphones,5.0,606.99,INR,01/06/2024
ORD000878,CUST0224,Mechanical Keyboard,1.0,1475.32,EUR,17/03/2024
ORD000395,CUST0107,External SSD 1TB,3.0,1765.44,INR,12/03/2025
ORD000752,CUST0364,USB-C Hub,5.0,558.07,INR,2024-03-15
ORD001006,CUST0128,Wireless Mouse,2.0,125.39,GBP,18/02/2024
ORD000926,CUST0152,Laptop Pro 15,2.0,539.19,USD,06/07/2024
ORD000344,CUST0222,Noise Cancelling Headphones,2.0,639.05,EUR,31/10/2024
ORD001978,CUST0149,Laptop Pro 15,2.0,1489.51,AUD,20/02/2025
ORD001570,CUST0032,Noise Cancelling Headphones,5.0,114.28,GBP,2024/12/31
ORD001603,CUST0122,27in Monitor,1.0,854.25,GBP,09-27-2024
ORD001261,CUST0158,Office Chair,5.0,1763.75,INR,2024/09/25
ORD000522,CUST0308,External SSD 1TB,1.0,1631.86,USD,2024-01-21
ORD001886,CUST0107,External SSD 1TB,2.0,375.09,EUR,2025-02-12
ORD002066,CUST0259,USB-C Hub,2.0,445.8,USD,07-02-2024
ORD002533,CUST0020,USB-C Hub,5.0,777.88,USD,21/06/2024
ORD001844,CUST0130,Office Chair,1.0,1414.48,GBP,2024-02-26
ORD002053,CUST0125,Laptop Pro 15,1.0,796.35,INR,2024/11/22
ORD001400,CUST0117,27in Monitor,2.0,1033.02,USD,2025-02-12
ORD002170,CUST0326,Mechanical Keyboard,2.0,360.85,INR,11-02-2024
ORD001712,CUST0113,Laptop Pro 15,2.0,175.6,AUD,2024-01-17
ORD002808,CUST0015,Mechanical Keyboard,1.0,368.14,USD,2025/03/03
ORD002557,CUST0321,27in Monitor,2.0,1272.57,INR,21/02/2025
ORD002046,CUST0318,Noise Cancelling Headphones,3.0,1705.98,USD,05-03-2025
ORD000548,CUST0100,Office Chair,5.0,182.71,INR,2024/05/14
ORD002173,CUST0217,External SSD 1TB,2.0,258.01,AUD,2024-01-30
ORD000877,CUST0159,Wireless Mouse,2.0,1415.55,GBP,2024/05/18
ORD000096,CUST0308,Webcam HD,3.0,672.81,EUR,2024/09/17
ORD002689,CUST0277,USB-C Hub,1.0,476.4,EUR,2025-02-05
ORD000607,CUST0235,27in Monitor,1.0,733.68,EUR,23/03/2025
ORD001135,CUST0350,Webcam HD,5.0,242.34,INR,09-23-2024
ORD002322,CUST0244,Office Chair,2.0,1133.63,USD,12-18-2024
ORD000153,CUST0304,USB-C Hub,,1214.65,GBP,2024-10-24
ORD002555,CUST0041,USB-C Hub,2.0,514.41,USD,2024/03/16
ORD001770,CUST0192,Webcam HD,1.0,857.87,USD,2025-04-13
ORD001175,CUST0367,Laptop Pro 15,1.0,1723.86,GBP,19/04/2024
ORD001629,CUST0051,Webcam HD,3.0,749.88,USD,2025-04-10
ORD000655,CUST0364,Office Chair,1.0,239.37,INR,2024-03-13
ORD002843,CUST0051,Mechanical Keyboard,1.0,1028.17,USD,03-31-2025
ORD001008,CUST0029,27in Monitor,3.0,1525.58,USD,2025/01/27
ORD000646,CUST0281,USB-C Hub,1.0,1564.48,GBP,10-19-2024
ORD000623,CUST0293,27in Monitor,1.0,1778.85,USD,11-07-2024
ORD000687,CUST0287,Noise Cancelling Headphones,3.0,1086.23,USD,11/05/2025
ORD001309,CUST0239,Laptop Pro 15,5.0,1574.01,EUR,2024-05-15
ORD002563,CUST0127,Mechanical Keyboard,1.0,981.67,USD,2024/07/30
ORD001779,CUST0341,Office Chair,1.0,1200.97,GBP,2025/03/14
ORD001639,CUST0316,Office Chair,1.0,23.21,USD,30/08/2024
ORD002245,CUST0355,Noise Cancelling Headphones,3.0,1571.63,USD,2024-02-28
ORD000249,CUST0042,Webcam HD,5.0,276.25,USD,06/04/2024
ORD000380,CUST0027,Mechanical Keyboard,2.0,98.38,GBP,27/01/2025
ORD002093,CUST0027,External SSD 1TB,1.0,1449.22,USD,2024/07/01
ORD000823,CUST0291,USB-C Hub,5.0,695.99,USD,2024-02-09
ORD000554,CUST0241,Wireless Mouse,5.0,784.94,USD,08-01-2024
ORD000604,CUST0266,Webcam HD,1.0,967.8,GBP,2024/10/27
ORD002924,CUST0026,Wireless Mouse,5.0,1001.68,USD,02-05-2024
ORD002032,CUST0186,External SSD 1TB,2.0,359.45,GBP,2025-01-03
ORD000283,CUST0080,Office Chair,3.0,524.42,INR,2024/04/05
ORD001915,CUST0129,Noise Cancelling Headphones,5.0,1411.51,INR,02-28-2025
ORD000791,CUST0235,Webcam HD,3.0,722.45,INR,2025/04/01
ORD001679,CUST0014,Standing Desk,2.0,829.74,GBP,2024-04-25
ORD000301,CUST0322,USB-C Hub,1.0,1681.49,EUR,01-30-2024
ORD001255,CUST0296,27in Monitor,2.0,746.33,USD,2024-08-09
ORD001601,CUST0096,External SSD 1TB,3.0,328.64,USD,2024/03/09
ORD002580,CUST0123,27in Monitor,3.0,840.92,INR,02/12/2024
ORD002080,CUST0256,External SSD 1TB,,404.67,INR,10/04/2025
ORD002301,CUST0088,Mechanical Keyboard,2.0,1389.54,INR,2024/01/28
ORD002229,CUST0215,Wireless Mouse,2.0,1273.47,INR,2024-12-06
ORD000377,CUST0248,Office Chair,1.0,682.9,USD,03-09-2025
ORD002184,CUST0255,Noise Cancelling Headphones,2.0,539.76,INR,23/03/2025
ORD000352,CUST0353,27in Monitor,3.0,1307.05,USD,2024-02-14
ORD001705,CUST0237,Wireless Mouse,2.0,1422.7,EUR,16/04/2024
ORD001342,CUST0191,Noise Cancelling Headphones,2.0,1486.54,USD,05-06-2025
ORD001220,CUST0399,Webcam HD,5.0,840.43,GBP,06-02-2024
ORD001614,CUST0395,Webcam HD,2.0,909.02,INR,13/12/2024
ORD000310,CUST0270,Laptop Pro 15,3.0,1141.8,INR,2024/05/22
ORD002537,CUST0170,Webcam HD,5.0,1342.49,USD,2025/04/16
ORD000779,CUST0231,Office Chair,2.0,19.14,INR,26/01/2024
ORD002346,CUST0380,Webcam HD,3.0,1516.74,USD,2025-05-11
ORD000901,CUST0189,USB-C Hub,1.0,1258.18,USD,11/05/2025
ORD000193,CUST0215,Noise Cancelling Headphones,1.0,1411.0,GBP,2024-08-08
ORD001194,CUST0350,External SSD 1TB,2.0,1188.55,USD,2024-09-21
ORD002160,CUST0014,Office Chair,5.0,1267.98,EUR,2025/05/13
ORD000448,CUST0235,Wireless Mouse,1.0,317.27,GBP,08/05/2024
ORD001669,CUST0365,Webcam HD,1.0,136.89,GBP,2025/04/20
ORD002040,CUST0019,Laptop Pro 15,1.0,26.52,EUR,03/05/2025
ORD001874,CUST0017,27in Monitor,5.0,1567.02,EUR,26/11/2024
ORD000861,CUST0193,Standing Desk,1.0,25.18,AUD,2024/03/13
ORD001201,CUST0226,Webcam HD,3.0,1410.09,INR,04-28-2024
ORD002442,CUST0142,Webcam HD,2.0,1542.2,INR,28/02/2024
ORD001851,CUST0079,Wireless Mouse,5.0,1655.21,USD,03-06-2025
ORD001970,CUST0050,Webcam HD,5.0,1399.35,EUR,2024/08/19
ORD002782,CUST0147,Noise Cancelling Headphones,5.0,,USD,07-05-2024
ORD000075,CUST0090,Webcam HD,5.0,1152.91,GBP,2024-04-16
ORD000692,CUST0062,Office Chair,2.0,326.91,AUD,2025-04-21
ORD001899,CUST0168,Laptop Pro 15,1.0,466.67,GBP,2025-01-14
ORD002869,CUST0263,USB-C Hub,3.0,183.74,GBP,2024/12/26
ORD002332,CUST0288,27in Monitor,1.0,359.94,EUR,2025-02-18
ORD000335,CUST0017,Standing Desk,1.0,,EUR,08-03-2024
ORD001753,CUST0074,External SSD 1TB,,443.28,USD,07/07/2024
ORD002326,CUST0277,27in Monitor,2.0,90.09,GBP,2024/09/01
ORD001433,CUST0193,USB-C Hub,5.0,413.69,INR,2024/12/03
ORD000295,CUST0200,Standing Desk,1.0,1096.94,EUR,2024-07-29
ORD000597,CUST0363,Mechanical Keyboard,1.0,1357.58,INR,07-08-2024
ORD002168,CUST0334,Standing Desk,3.0,889.51,GBP,06/07/2024
ORD001663,CUST0303,Laptop Pro 15,5.0,1114.9,USD,03-24-2024
ORD000698,CUST0255,Laptop Pro 15,3.0,807.4,USD,2024/03/02
ORD002710,CUST0157,External SSD 1TB,2.0,1339.1,GBP,17/05/2024
ORD001271,,Laptop Pro 15,2.0,0.0,USD,09/05/2025
ORD002885,CUST0148,External SSD 1TB,2.0,1778.1,USD,04-18-2025
ORD001735,CUST0301,27in Monitor,5.0,276.69,USD,2024/02/13
ORD000840,CUST0187,27in Monitor,1.0,736.84,INR,26/03/2024
ORD001814,CUST0333,External SSD 1TB,2.0,1729.43,USD,2025/02/24
ORD000672,CUST0044,27in Monitor,2.0,1504.65,INR,07-12-2024
ORD001790,CUST0247,Webcam HD,3.0,450.36,USD,2024-09-16
ORD001666,CUST0002,Laptop Pro 15,1.0,835.5,GBP,10/01/2024
ORD001909,CUST0273,USB-C Hub,2.0,494.37,USD,07/02/2025
ORD002238,CUST0195,Noise Cancelling Headphones,2.0,772.47,USD,04-08-2024
ORD001289,CUST0033,Standing Desk,2.0,740.34,GBP,07-08-2024
ORD002074,CUST0038,27in Monitor,3.0,823.07,EUR,2024-06-22
ORD001412,CUST0112,Mechanical Keyboard,2.0,642.45,INR,11/05/2025
ORD001933,CUST0330,27in Monitor,2.0,1603.53,USD,2024-08-07
ORD000085,CUST0070,Office Chair,1.0,1095.08,USD,2025-03-13
ORD001961,CUST0244,Laptop Pro 15,1.0,325.8,INR,2024-01-20
ORD002767,CUST0162,USB-C Hub,5.0,979.97,USD,16/03/2024
ORD000438,CUST0089,Wireless Mouse,2.0,295.51,USD,2024/03/19
ORD001497,CUST0355,Standing Desk,2.0,1248.54,USD,07-30-2024
ORD001280,CUST0264,Mechanical Keyboard,1.0,802.58,INR,19/11/2024
ORD002375,CUST0084,Laptop Pro 15,5.0,547.68,GBP,2025-02-15
ORD000206,CUST0304,Office Chair,5.0,878.53,GBP,11-06-2024
ORD000406,CUST0302,Laptop Pro 15,5.0,97.39,EUR,04/03/2025
ORD001217,CUST0398,Laptop Pro 15,3.0,1692.9,USD,04/08/2024
ORD002586,CUST0217,Laptop Pro 15,1.0,1460.6,GBP,03-04-2024
ORD000196,CUST0349,External SSD 1TB,3.0,112.32,GBP,06/09/2024
ORD002631,CUST0397,Wireless Mouse,2.0,91.99,GBP,2024-06-12
ORD002159,CUST0259,External SSD 1TB,2.0,1363.89,USD,18/11/2024
ORD000198,CUST0257,External SSD 1TB,1.0,521.89,USD,2024/07/21
ORD002994,CUST0314,27in Monitor,2.0,1690.63,EUR,20/12/2024
ORD001919,CUST0202,Noise Cancelling Headphones,1.0,827.32,USD,2024/07/04
ORD000476,CUST0373,Webcam HD,3.0,1577.55,USD,06-25-2024
ORD002666,CUST0017,Standing Desk,2.0,606.82,EUR,2025/05/01
ORD001967,CUST0395,Noise Cancelling Headphones,1.0,,EUR,2024/12/29
ORD000337,CUST0007,27in Monitor,1.0,1009.27,USD,2025/02/04
ORD002482,CUST0244,Noise Cancelling Headphones,2.0,1725.09,AUD,2024/03/10
ORD001659,CUST0310,Noise Cancelling Headphones,2.0,714.48,AUD,2025/01/27
ORD001888,CUST0073,Office Chair,3.0,1774.32,GBP,2024/12/28
ORD000510,CUST0382,USB-C Hub,3.0,552.3,GBP,10-31-2024
ORD002931,CUST0255,27in Monitor,2.0,1496.37,USD,08-11-2024
ORD002667,CUST0256,Standing Desk,1.0,1311.77,AUD,2024/06/25
ORD002733,CUST0361,Noise Cancelling Headphones,3.0,994.39,AUD,05/06/2024
ORD000109,CUST0243,External SSD 1TB,1.0,539.78,USD,2025-02-18
ORD000091,CUST0214,USB-C Hub,2.0,257.92,INR,12/05/2024
ORD000596,CUST0227,Noise Cancelling Headphones,1.0,227.14,GBP,06/05/2024
ORD001297,CUST0358,USB-C Hub,2.0,1434.62,EUR,30/04/2025
ORD001353,CUST0167,Laptop Pro 15,1.0,1323.98,USD,2024/07/20
ORD002363,CUST0302,External SSD 1TB,2.0,182.97,INR,10-10-2024
ORD002833,CUST0237,Mechanical Keyboard,1.0,113.66,USD,12/03/2025
ORD001827,CUST0246,External SSD 1TB,2.0,665.03,GBP,2025-04-15
ORD002827,CUST0168,Laptop Pro 15,1.0,981.79,AUD,01-29-2024
ORD000696,CUST0182,Mechanical Keyboard,2.0,1718.45,USD,2025-01-01
ORD002996,CUST0026,USB-C Hub,1.0,1397.69,USD,2024-02-01
ORD001013,CUST0238,Mechanical Keyboard,1.0,1476.77,GBP,03-09-2025
ORD000316,CUST0395,Mechanical Keyboard,-1.0,1701.38,GBP,2024/04/27
ORD001543,CUST0044,USB-C Hub,5.0,55.24,USD,30/01/2025
ORD000834,CUST0212,USB-C Hub,2.0,1786.91,AUD,2024/11/17
ORD000394,CUST0037,USB-C Hub,2.0,1196.92,USD,2024-05-22
ORD001716,CUST0152,Noise Cancelling Headphones,3.0,84.64,INR,11-25-2024
ORD001721,CUST0114,Laptop Pro 15,1.0,1471.23,INR,2025/01/24
ORD002616,CUST0031,Wireless Mouse,2.0,1763.38,USD,2024-07-23
ORD001334,CUST0320,Mechanical Keyboard,5.0,1748.05,INR,2024-10-02
ORD002488,CUST0116,Noise Cancelling Headphones,2.0,526.6,USD,2025/05/13
ORD002831,CUST0136,Mechanical Keyboard,3.0,1066.34,GBP,2024-04-19
ORD002255,CUST0341,Office Chair,3.0,265.2,USD,2024/07/22
ORD001540,CUST0357,Mechanical Keyboard,2.0,1337.99,USD,2024/03/13
ORD002579,CUST0381,Noise Cancelling Headphones,1.0,882.31,INR,2024-04-27
ORD000578,CUST0117,Webcam HD,1.0,1724.96,USD,08/02/2024
ORD002179,CUST0274,Mechanical Keyboard,3.0,1527.16,EUR,08-07-2024
ORD001584,CUST0399,External SSD 1TB,2.0,24.45,USD,2024-05-28
ORD002458,CUST0214,Standing Desk,3.0,1293.13,EUR,01/12/2024
ORD000208,CUST0138,27in Monitor,2.0,782.91,EUR,25/12/2024
ORD000062,CUST0215,Standing Desk,3.0,1571.35,GBP,01-08-2025
ORD001452,CUST0187,Office Chair,3.0,1445.87,INR,2024/08/13
ORD000302,CUST0324,Laptop Pro 15,5.0,249.49,EUR,02/04/2025
ORD000024,CUST0036,Laptop Pro 15,5.0,1191.6,USD,2025-02-28
ORD001842,CUST0252,Noise Cancelling Headphones,3.0,1348.86,EUR,01-05-2025
ORD000467,CUST0316,USB-C Hub,2.0,1462.79,AUD,03-17-2025
ORD000391,CUST0114,USB-C Hub,1.0,105.79,GBP,2024/06/18
ORD000664,CUST0304,External SSD 1TB,5.0,707.57,AUD,2025-01-06
ORD001726,CUST0106,Standing Desk,3.0,1678.56,USD,10-27-2024
ORD002385,CUST0162,Wireless Mouse,1.0,1559.59,USD,12-18-2024
ORD000042,CUST0381,Webcam HD,1.0,772.96,EUR,10-22-2024
ORD000980,CUST0016,Standing Desk,1.0,0.0,AUD,31/12/2024
ORD002524,CUST0234,Laptop Pro 15,2.0,1604.87,USD,25/01/2025
ORD001708,CUST0055,Noise Cancelling Headphones,3.0,462.12,AUD,07-15-2024
ORD000841,CUST0380,27in Monitor,3.0,1113.94,EUR,2025-03-02
ORD001473,CUST0232,Webcam HD,2.0,1671.27,GBP,25/05/2024
ORD002704,CUST0374,Laptop Pro 15,2.0,635.47,EUR,2024/06/21
ORD002254,CUST0252,Webcam HD,1.0,1648.02,USD,2025/05/06
ORD000869,CUST0363,Noise Cancelling Headphones,,53.5,USD,2024-12-28
ORD000266,CUST0178,USB-C Hub,2.0,1637.62,GBP,2024/04/15
ORD000286,CUST0097,USB-C Hub,3.0,416.13,AUD,2025/04/05
ORD000669,CUST0299,Office Chair,1.0,420.41,GBP,05-13-2024
ORD002553,CUST0131,Noise Cancelling Headphones,3.0,526.3,USD,2024-05-30
ORD001165,CUST0371,Standing Desk,2.0,1285.05,GBP,03-17-2024
ORD002933,CUST0066,Wireless Mouse,2.0,267.18,GBP,2024/10/11
ORD002564,CUST0197,Noise Cancelling Headphones,2.0,162.19,GBP,05/05/2024
ORD000787,CUST0180,Mechanical Keyboard,2.0,384.94,EUR,09/09/2024
ORD000265,CUST0300,Noise Cancelling Headphones,5.0,430.28,USD,01-11-2024
ORD001587,CUST0239,External SSD 1TB,1.0,374.34,AUD,2024-07-25
ORD000775,CUST0392,Standing Desk,1.0,713.93,EUR,24/05/2024
ORD002599,CUST0240,Mechanical Keyboard,1.0,64.36,USD,2025-03-05
ORD000948,CUST0391,Standing Desk,3.0,1413.37,USD,26/12/2024
ORD001990,CUST0138,USB-C Hub,2.0,402.31,USD,17/03/2024
ORD000274,CUST0184,External SSD 1TB,5.0,1288.72,GBP,2024-07-08
ORD002037,CUST0013,Wireless Mouse,1.0,,USD,21/08/2024
ORD002145,CUST0329,Laptop Pro 15,5.0,1178.11,USD,2025/01/07
ORD001675,CUST0320,Webcam HD,1.0,1304.11,AUD,10-10-2024
ORD001702,CUST0157,Office Chair,2.0,288.95,USD,2025/03/15
ORD001934,CUST0286,Wireless Mouse,1.0,1447.47,AUD,04/03/2025
ORD001260,CUST0072,Office Chair,5.0,1009.28,AUD,2024/12/24
ORD001214,CUST0043,Webcam HD,3.0,1640.74,GBP,2025/02/28
ORD001093,CUST0134,27in Monitor,1.0,1608.77,EUR,2024/02/04
ORD000473,CUST0122,Office Chair,2.0,1097.24,USD,2025/04/23
ORD002882,CUST0186,Laptop Pro 15,2.0,1449.63,AUD,11-10-2024
ORD001847,CUST0304,Mechanical Keyboard,1.0,269.51,USD,10/02/2024
ORD001126,CUST0050,Standing Desk,5.0,512.87,USD,2024-01-11
ORD001170,CUST0268,27in Monitor,2.0,997.22,USD,06/02/2024
ORD002138,CUST0307,Mechanical Keyboard,1.0,238.2,AUD,01-06-2025
